m,n,time to complete ms
6,6,131.8776
6,6,1582.1602
6,6,443.757
6,6,573.1123
6,6,2449.9377000000004
6,6,2643.7547999999997
6,6,4832.6543
6,6,1957.8738
6,6,307.3573
6,6,2188.4912000000004
6,6,1944.472
6,6,599.458
6,6,687.6764000000001
6,6,3210.9849
6,6,329.58009999999996
6,6,1452.4751999999999
6,6,347.32509999999996
6,6,1929.6275
6,6,387.742
6,6,1731.7923
6,6,2348.5373
6,6,670.2394
6,6,1031.3329
6,6,832.5161999999999
6,6,702.2287
6,6,2977.7864
6,6,2596.5194
6,6,531.6679
6,6,508.2497
6,6,1095.3601
6,6,1854.6739
6,6,87.798
6,6,56.8718
6,6,91.31410000000001
6,6,477.9736
6,6,678.1248
6,6,1133.3198
6,6,364.1273
6,6,3801.5836
6,6,7.876600000000001
6,6,1175.1134
6,6,1128.3598
6,6,1316.9671
6,6,1531.321
6,6,1338.088
6,6,3409.5865
6,6,44.7988
6,6,413.8997
6,6,113.3728
6,6,41.2706
6,6,1067.8079
6,6,1645.7985
6,6,1029.8995
6,6,550.4693000000001
6,6,817.923
6,6,901.8344000000001
6,6,19.7527
6,6,1037.4865
6,6,604.9695
6,6,2909.7484
6,6,1163.8316
6,6,710.0006999999999
6,6,387.80359999999996
6,6,3005.4555
6,6,53.4619
6,6,886.4495
6,6,893.7679
6,6,342.1555
6,6,997.6249
6,6,1165.736
6,6,408.3923
6,6,500.8752
6,6,809.8908
6,6,1031.7037
6,6,655.7413
6,6,348.3634
6,6,1531.2206
6,6,3102.2026
6,6,1038.1235
6,6,1150.1128999999999
6,6,169.3954
6,6,4705.8373
6,6,1267.6107
